Date,Temperature_C,Humidity_%,Wind_Speed_kmph,Pressure_hPa,Wind_Direction_deg
1976-11-22,19.1,42.4,12.4,1014.2,204.2
1976-11-23,24.6,44.4,8.1,1010.9,131.3
1976-11-24,24.7,52.1,4.3,1012.1,352.8
1976-11-25,25.9,58.1,11.6,1008.8,313.6
1976-11-26,16.3,45.8,4.6,1006.2,154.7
1976-11-27,28.9,41.1,11.4,1010.7,59.0
1976-11-28,23.4,56.0,7.5,1009.2,227.5
1976-11-29,22.6,41.2,4.5,1012.4,223.9
1976-11-30,17.5,56.5,14.8,1008.2,301.4
1976-12-01,15.3,41.5,12.2,1010.2,152.4
1976-12-02,23.7,51.0,2.1,1013.6,93.6
1976-12-03,19.1,46.1,11.7,1007.4,147.9
1976-12-04,27.1,59.6,13.2,1014.1,143.1
1976-12-05,16.5,42.1,6.4,1009.9,143.9
1976-12-06,20.5,48.2,15.0,1013.7,103.0
1976-12-07,18.9,47.5,19.8,1013.7,158.9
1976-12-08,26.5,40.1,3.1,1011.6,303.0
1976-12-09,17.4,45.6,6.9,1007.9,313.1
1976-12-10,24.4,44.8,12.0,1007.4,29.5
1976-12-11,15.8,55.4,19.6,1014.0,175.6
1976-12-12,20.2,41.5,2.6,1012.5,302.9
1976-12-13,22.7,49.7,3.5,1011.5,83.4
1976-12-14,17.7,56.8,3.3,1008.9,109.3
1976-12-15,23.3,53.4,14.3,1005.8,72.7
1976-12-16,17.8,50.0,7.7,1007.8,133.2
1976-12-17,24.9,41.5,19.1,1012.9,93.6
1976-12-18,25.8,51.0,8.2,1012.3,329.3
1976-12-19,17.7,59.9,12.6,1007.0,235.1
1976-12-20,16.3,45.4,19.6,1006.8,234.6
1976-12-21,24.5,56.5,14.5,1006.7,327.7
1976-12-22,21.5,58.0,9.5,1006.8,155.0
1976-12-23,28.7,53.9,4.0,1008.0,53.2
1976-12-24,17.8,57.6,5.0,1014.1,207.7
1976-12-25,27.9,53.3,3.1,1009.4,43.4
1976-12-26,20.9,57.5,15.1,1008.7,98.1
1976-12-27,29.6,55.8,5.3,1009.8,52.7
1976-12-28,25.7,46.2,19.8,1014.9,150.7
1976-12-29,23.6,47.7,17.0,1011.2,62.7
1976-12-30,22.0,49.6,2.7,1010.3,177.5
1976-12-31,27.6,56.3,17.8,1005.2,268.2
1977-01-01,21.2,40.6,7.2,1011.3,91.5
1977-01-02,29.3,53.4,15.0,1010.4,154.0
1977-01-03,29.3,44.9,3.2,1009.3,257.4
1977-01-04,20.8,42.8,17.3,1009.1,356.7
1977-01-05,23.5,53.3,17.0,1011.3,280.8
1977-01-06,27.6,59.5,8.0,1013.6,186.4
1977-01-07,18.0,42.6,15.8,1010.7,185.0
1977-01-08,25.1,52.0,2.8,1010.6,110.5
1977-01-09,23.6,43.8,13.4,1012.2,150.7
1977-01-10,21.5,51.1,4.1,1011.4,265.2
1977-01-11,26.7,56.6,5.8,1009.5,301.3
1977-01-12,28.8,50.7,10.0,1007.4,247.0
1977-01-13,15.6,47.6,13.1,1011.6,43.8
1977-01-14,28.3,48.1,9.8,1009.1,0.2
1977-01-15,22.0,41.1,16.9,1011.0,91.5
1977-01-16,28.9,57.9,4.6,1013.4,219.6
1977-01-17,28.5,52.2,19.7,1012.5,87.2
1977-01-18,27.1,50.8,5.1,1012.4,309.5
1977-01-19,22.3,47.2,4.5,1012.6,129.9
1977-01-20,29.6,50.3,8.4,1006.6,30.0
1977-01-21,19.4,44.4,18.7,1010.8,247.5
1977-01-22,15.4,41.8,5.1,1010.2,156.6
1977-01-23,24.1,59.9,15.4,1013.1,4.0
1977-01-24,18.6,40.4,6.8,1013.6,179.8
1977-01-25,22.3,53.8,6.6,1009.2,24.1
1977-01-26,19.6,56.7,16.9,1014.3,317.0
1977-01-27,26.6,41.5,12.0,1009.8,177.1
1977-01-28,28.7,48.4,6.0,1014.1,142.7
1977-01-29,15.6,51.7,7.2,1008.1,105.4
1977-01-30,27.8,45.5,13.9,1007.7,272.3
1977-01-31,15.9,41.7,4.7,1010.4,157.8
1977-02-01,22.7,58.8,11.8,1005.3,138.1
1977-02-02,18.9,40.6,16.2,1005.8,104.7
1977-02-03,22.9,53.8,11.6,1012.7,123.6
1977-02-04,17.8,44.2,11.0,1005.9,87.1
1977-02-05,23.7,43.5,13.5,1008.9,286.1
1977-02-06,22.8,50.3,19.5,1008.4,74.5
1977-02-07,21.1,52.8,14.3,1013.4,156.1
1977-02-08,17.2,56.9,13.6,1011.3,128.0
1977-02-09,19.2,53.8,13.7,1005.0,43.0
1977-02-10,23.1,47.0,11.5,1007.7,105.4
1977-02-11,29.5,52.1,14.0,1010.5,308.1
1977-02-12,20.6,49.5,3.0,1011.2,152.1
1977-02-13,27.8,55.2,3.8,1007.9,229.2
1977-02-14,18.7,57.3,13.8,1008.0,176.0
1977-02-15,24.2,50.1,15.0,1006.3,151.7
1977-02-16,19.3,55.3,12.4,1007.2,254.5
1977-02-17,21.1,41.2,17.3,1015.0,50.3
1977-02-18,22.4,57.9,11.1,1007.8,342.4
1977-02-19,24.8,54.4,11.9,1007.4,354.6
1977-02-20,29.4,48.3,11.6,1008.6,166.0
1977-02-21,27.2,54.2,16.0,1011.8,193.5
1977-02-22,21.2,47.1,19.9,1006.6,186.9
1977-02-23,19.8,44.1,12.5,1013.9,224.0
1977-02-24,19.3,55.9,3.1,1005.2,173.0
1977-02-25,15.1,48.4,8.1,1011.9,62.3
1977-02-26,25.2,48.8,15.2,1008.2,283.1
1977-02-27,16.5,49.2,18.7,1010.2,345.4
1977-02-28,28.1,52.0,6.9,1005.4,75.9
1977-03-01,42.2,31.0,2.2,1005.2,318.9
1977-03-02,35.7,40.2,12.9,1013.4,170.5
1977-03-03,42.7,40.3,14.6,1013.4,339.0
1977-03-04,34.8,30.7,5.5,1014.3,59.2
1977-03-05,42.2,47.4,6.7,1008.6,93.5
1977-03-06,31.3,34.9,15.7,1008.0,245.4
1977-03-07,39.9,36.9,5.1,1011.5,229.2
1977-03-08,36.4,37.7,19.2,1014.8,25.0
1977-03-09,30.2,39.1,18.6,1013.7,36.8
1977-03-10,44.5,44.0,13.7,1009.2,265.3
1977-03-11,33.6,34.4,10.8,1011.2,60.5
1977-03-12,42.6,41.8,11.2,1005.1,89.7
1977-03-13,40.0,44.2,18.9,1013.8,134.8
1977-03-14,36.1,42.4,13.6,1006.5,221.0
1977-03-15,41.5,40.8,12.1,1005.7,73.7
1977-03-16,31.8,40.8,18.9,1014.9,12.4
1977-03-17,36.2,36.2,14.5,1011.2,140.7
1977-03-18,44.2,31.0,18.7,1010.1,64.4
1977-03-19,39.7,37.8,16.9,1005.8,21.2
1977-03-20,41.4,32.0,17.1,1011.4,199.6
1977-03-21,40.3,35.8,12.7,1005.1,327.8
1977-03-22,31.8,44.2,9.5,1012.0,166.0
1977-03-23,41.7,48.3,3.0,1014.4,279.0
1977-03-24,31.7,48.5,3.1,1005.6,122.8
1977-03-25,31.0,37.0,12.9,1005.3,256.7
1977-03-26,31.4,43.7,18.9,1014.0,19.4
1977-03-27,34.1,48.7,5.6,1012.3,68.1
1977-03-28,32.7,36.6,14.1,1009.6,62.6
1977-03-29,43.7,41.7,3.5,1007.1,58.3
1977-03-30,31.4,46.2,6.3,1011.3,136.2
1977-03-31,42.5,32.6,9.8,1011.3,311.5
1977-04-01,34.6,33.4,2.9,1005.1,219.7
1977-04-02,40.8,38.3,10.0,1011.5,23.3
1977-04-03,44.3,31.4,4.5,1011.4,65.3
1977-04-04,30.1,38.7,18.2,1009.9,189.4
1977-04-05,40.4,33.7,8.8,1010.7,159.1
1977-04-06,31.0,40.1,4.6,1014.9,144.3
1977-04-07,35.0,33.3,17.6,1011.9,239.8
1977-04-08,40.1,36.3,4.1,1011.3,109.8
1977-04-09,41.9,45.9,14.9,1010.2,225.5
1977-04-10,34.3,38.5,7.6,1008.4,220.4
1977-04-11,42.9,41.9,15.4,1005.1,275.3
1977-04-12,40.8,46.1,12.0,1006.6,339.4
1977-04-13,38.3,38.4,4.7,1007.8,289.1
1977-04-14,36.9,41.4,11.2,1014.8,342.5
1977-04-15,35.4,38.2,8.0,1007.7,335.8
1977-04-16,31.4,30.7,13.0,1013.7,102.2
1977-04-17,31.8,42.0,13.4,1009.3,316.0
1977-04-18,35.0,38.2,18.5,1011.9,293.7
1977-04-19,44.3,43.4,17.8,1005.7,246.1
1977-04-20,43.0,37.6,17.6,1007.4,80.6
1977-04-21,37.5,32.9,4.4,1014.8,344.8
1977-04-22,44.2,30.3,10.4,1010.7,348.0
1977-04-23,35.7,49.9,2.1,1009.1,125.5
1977-04-24,32.9,44.5,8.0,1006.5,192.2
1977-04-25,31.9,45.8,2.9,1014.2,272.3
1977-04-26,38.2,46.8,14.3,1011.7,122.6
1977-04-27,36.6,49.9,10.4,1007.9,351.9
1977-04-28,37.7,41.7,3.8,1010.1,173.7
1977-04-29,30.4,40.4,12.2,1011.9,82.7
1977-04-30,37.6,43.7,16.7,1010.3,356.1
1977-05-01,34.3,47.0,4.2,1014.7,261.2
1977-05-02,32.9,46.5,18.8,1011.6,166.7
1977-05-03,34.6,38.2,4.4,1006.2,287.9
1977-05-04,40.7,31.7,2.3,1014.8,241.2
1977-05-05,40.8,30.9,10.1,1014.0,91.7
1977-05-06,41.5,46.5,8.3,1006.7,278.9
1977-05-07,41.4,32.6,2.6,1012.5,315.9
1977-05-08,36.6,31.7,3.6,1010.9,168.2
1977-05-09,31.3,48.3,14.9,1014.4,27.9
1977-05-10,41.2,35.6,11.5,1012.2,285.7
1977-05-11,36.1,40.0,7.2,1010.8,35.6
1977-05-12,33.1,34.2,7.2,1010.8,196.3
1977-05-13,37.3,30.7,6.4,1012.2,353.0
1977-05-14,43.3,36.3,7.8,1010.2,196.9
1977-05-15,39.6,34.6,4.4,1011.8,263.0
1977-05-16,38.7,30.1,6.1,1007.8,98.0
1977-05-17,40.8,38.7,11.8,1011.8,13.1
1977-05-18,42.0,44.3,3.9,1014.3,27.9
1977-05-19,41.7,36.2,15.6,1014.2,132.4
1977-05-20,39.1,41.3,13.8,1010.3,138.6
1977-05-21,37.8,45.9,16.3,1013.8,257.1
1977-05-22,38.3,38.1,16.1,1011.2,302.9
1977-05-23,42.0,45.9,4.4,1010.6,71.0
1977-05-24,44.9,44.0,8.1,1007.3,120.8
1977-05-25,42.2,30.7,10.7,1014.8,226.5
1977-05-26,41.1,40.9,13.3,1006.7,262.3
1977-05-27,42.0,35.1,10.4,1006.8,39.0
1977-05-28,42.4,48.0,6.1,1009.5,44.2
1977-05-29,34.5,34.8,9.1,1011.6,187.8
1977-05-30,32.1,30.1,9.3,1007.9,177.8
1977-05-31,37.5,41.5,12.1,1014.0,234.2
1977-06-01,41.5,37.4,4.6,1005.7,144.5
1977-06-02,42.5,45.7,3.9,1007.1,72.8
1977-06-03,42.0,36.6,14.9,1007.9,353.1
1977-06-04,38.5,40.1,16.4,1011.9,49.6
1977-06-05,32.4,30.8,12.2,1014.2,21.7
1977-06-06,37.2,32.3,13.5,1010.2,127.4
1977-06-07,34.3,47.0,15.5,1014.8,270.3
1977-06-08,33.9,40.5,14.0,1009.0,258.4
1977-06-09,43.9,43.5,12.5,1005.9,89.9
1977-06-10,31.3,45.0,8.3,1005.0,157.1
1977-06-11,32.0,30.6,15.2,1012.1,136.5
1977-06-12,43.1,38.7,19.6,1008.0,133.0
1977-06-13,43.8,33.4,7.6,1006.3,190.2
1977-06-14,33.5,37.3,12.2,1014.3,325.8
1977-06-15,31.0,44.1,13.1,1005.4,148.2
1977-06-16,31.7,49.3,10.0,1011.2,212.6
1977-06-17,35.4,42.9,16.3,1009.8,174.9
1977-06-18,41.1,37.4,19.0,1009.1,36.9
1977-06-19,40.5,42.9,2.7,1005.9,320.1
1977-06-20,34.1,36.3,14.1,1013.7,280.7
1977-06-21,30.9,44.3,8.7,1009.2,79.6
1977-06-22,35.8,42.5,16.2,1012.0,75.7
1977-06-23,40.4,42.6,7.1,1013.2,178.3
1977-06-24,31.9,31.6,10.7,1010.7,74.5
1977-06-25,42.0,33.0,7.0,1010.2,154.0
1977-06-26,44.0,46.8,14.9,1014.1,351.9
1977-06-27,32.6,48.6,12.8,1012.8,61.8
1977-06-28,34.9,40.1,18.1,1010.5,235.7
1977-06-29,31.7,43.0,11.9,1014.3,176.7
1977-06-30,33.9,43.6,14.8,1008.3,76.4
1977-07-01,30.3,75.3,7.5,1014.2,26.1
1977-07-02,28.7,68.8,18.1,1008.1,355.4
1977-07-03,33.9,78.8,2.9,1012.5,83.9
1977-07-04,32.3,64.6,15.6,1014.5,208.8
1977-07-05,29.5,79.0,13.4,1014.3,189.8
1977-07-06,34.8,77.8,4.7,1013.7,65.1
1977-07-07,33.6,69.8,2.7,1014.7,21.6
1977-07-08,33.8,62.2,12.1,1014.7,320.7
1977-07-09,32.9,68.1,14.4,1005.3,331.9
1977-07-10,31.1,73.1,19.1,1012.5,202.5
1977-07-11,33.8,71.3,9.8,1011.1,359.1
1977-07-12,31.9,76.6,14.5,1010.6,347.5
1977-07-13,25.7,65.0,12.5,1006.3,329.9
1977-07-14,28.0,69.4,12.7,1011.6,0.7
1977-07-15,31.9,77.4,4.3,1013.7,88.1
1977-07-16,26.5,69.7,16.3,1013.6,108.3
1977-07-17,26.5,62.3,9.6,1011.9,33.7
1977-07-18,34.5,67.1,19.7,1014.4,137.6
1977-07-19,34.7,66.1,15.8,1011.9,258.6
1977-07-20,28.7,76.7,10.4,1007.9,3.0
1977-07-21,26.7,77.8,18.0,1010.7,20.8
1977-07-22,32.9,71.7,2.6,1010.8,193.8
1977-07-23,27.8,68.2,16.4,1014.9,191.5
1977-07-24,25.2,78.9,15.8,1011.3,24.1
1977-07-25,31.0,77.0,7.5,1012.6,97.1
1977-07-26,34.0,74.0,3.0,1006.0,55.5
1977-07-27,31.1,63.3,2.6,1014.3,59.7
1977-07-28,34.7,77.4,16.2,1008.1,356.8
1977-07-29,27.2,74.3,19.0,1007.4,84.2
1977-07-30,33.3,68.5,2.4,1006.5,294.6
1977-07-31,30.3,79.3,11.7,1011.2,332.1
1977-08-01,30.0,79.3,7.7,1008.6,314.0
1977-08-02,28.0,68.3,16.7,1005.7,29.2
1977-08-03,32.3,66.7,16.4,1011.1,171.2
1977-08-04,32.7,69.2,4.8,1008.4,300.9
1977-08-05,30.2,73.7,2.9,1009.5,149.6
1977-08-06,27.8,78.5,14.1,1013.2,71.1
1977-08-07,31.0,75.8,14.7,1014.9,52.2
1977-08-08,31.7,65.5,2.4,1014.4,32.2
1977-08-09,30.0,76.1,13.8,1009.7,140.5
1977-08-10,31.4,61.7,14.3,1013.1,153.0
1977-08-11,30.0,73.8,15.0,1013.2,72.2
1977-08-12,25.9,74.5,13.1,1012.6,261.0
1977-08-13,32.6,66.2,5.3,1014.1,247.3
1977-08-14,27.3,71.0,19.0,1013.4,60.4
1977-08-15,28.0,70.9,11.8,1009.4,259.4
1977-08-16,30.5,79.5,3.2,1011.4,167.8
1977-08-17,27.6,64.5,2.7,1005.9,98.2
1977-08-18,33.7,61.5,11.1,1012.6,344.1
1977-08-19,25.9,61.0,12.8,1011.1,318.0
1977-08-20,32.7,70.2,19.8,1014.6,292.4
1977-08-21,31.2,63.8,13.4,1009.0,102.7
1977-08-22,26.6,62.3,11.0,1014.7,228.3
1977-08-23,32.9,71.1,4.8,1010.4,119.5
1977-08-24,27.4,63.3,15.1,1013.1,121.1
1977-08-25,29.4,67.6,7.6,1009.5,330.2
1977-08-26,25.7,61.3,15.1,1006.8,347.6
1977-08-27,34.8,72.1,5.8,1013.6,84.0
1977-08-28,28.8,68.2,6.3,1010.1,93.4
1977-08-29,31.4,71.7,6.8,1013.8,201.2
1977-08-30,28.0,68.1,18.2,1005.7,357.2
1977-08-31,30.3,67.5,3.5,1013.9,42.8
1977-09-01,25.8,73.5,15.2,1010.6,88.4
1977-09-02,27.7,60.4,17.3,1008.8,196.1
1977-09-03,32.4,60.9,5.4,1005.6,296.3
1977-09-04,26.5,80.0,14.5,1014.8,34.8
1977-09-05,28.2,77.2,9.5,1011.9,105.9
1977-09-06,28.8,69.0,17.9,1012.1,1.4
1977-09-07,32.0,60.1,5.8,1013.1,257.9
1977-09-08,30.5,76.4,13.1,1008.5,151.5
1977-09-09,33.4,70.0,2.2,1014.2,43.3
1977-09-10,32.5,61.2,16.9,1011.1,145.1
1977-09-11,30.0,62.1,8.1,1014.9,221.5
1977-09-12,30.6,71.4,9.2,1009.8,349.9
1977-09-13,31.2,66.7,14.4,1010.6,54.3
1977-09-14,34.5,77.8,15.7,1007.5,204.1
1977-09-15,30.1,64.9,7.3,1013.6,87.3
1977-09-16,28.8,68.8,16.3,1013.5,44.2
1977-09-17,33.4,72.3,10.0,1005.1,211.4
1977-09-18,32.2,76.8,5.0,1010.3,208.9
1977-09-19,26.5,65.1,16.8,1012.4,291.9
1977-09-20,33.7,75.9,8.3,1013.5,129.4
1977-09-21,30.0,67.9,16.6,1008.2,269.5
1977-09-22,28.3,78.8,17.2,1012.2,228.9
1977-09-23,27.8,65.2,10.0,1010.8,319.9
1977-09-24,31.8,60.1,7.1,1011.2,23.3
1977-09-25,26.3,75.6,18.8,1013.8,261.0
1977-09-26,33.7,67.6,2.8,1013.7,27.8
1977-09-27,34.7,64.3,17.6,1011.8,144.5
1977-09-28,31.0,74.8,7.1,1010.1,278.4
1977-09-29,34.7,64.5,18.4,1010.4,129.2
1977-09-30,31.1,77.4,6.1,1012.7,206.5
1977-10-01,26.1,50.4,17.9,1005.9,319.5
1977-10-02,28.9,53.7,9.7,1009.6,247.5
1977-10-03,15.6,52.5,11.4,1012.7,60.0
1977-10-04,19.3,44.0,14.8,1014.6,321.8
1977-10-05,23.4,48.4,4.7,1012.4,168.4
1977-10-06,23.4,56.9,9.0,1013.0,266.6
1977-10-07,25.6,56.5,11.4,1011.8,157.2
1977-10-08,29.3,51.0,16.8,1014.0,113.7
1977-10-09,28.3,53.4,14.3,1010.9,188.7
1977-10-10,16.8,41.6,5.3,1014.2,356.5
1977-10-11,18.5,55.5,3.8,1005.1,278.7
1977-10-12,17.9,46.2,4.6,1005.1,214.4
1977-10-13,24.6,42.2,2.9,1006.6,328.6
1977-10-14,29.3,45.9,14.8,1007.9,47.0
1977-10-15,23.3,47.7,13.8,1013.1,7.5
1977-10-16,26.3,52.6,5.0,1010.8,196.5
1977-10-17,20.4,53.1,2.9,1008.9,226.6
1977-10-18,17.8,60.0,13.6,1009.4,216.2
1977-10-19,24.4,44.6,7.5,1011.0,327.1
1977-10-20,27.3,42.4,16.5,1009.4,324.7
1977-10-21,20.1,41.6,12.7,1013.6,179.9
1977-10-22,29.1,53.9,17.0,1008.0,117.6
1977-10-23,25.7,56.8,10.3,1009.1,334.3
1977-10-24,17.2,46.1,10.7,1008.6,313.0
1977-10-25,18.1,46.5,2.8,1013.6,37.4
1977-10-26,25.7,55.9,10.1,1005.5,357.3
1977-10-27,26.5,40.1,19.4,1012.0,46.4
1977-10-28,15.6,51.5,7.8,1005.5,356.3
1977-10-29,17.0,54.2,12.5,1007.2,44.4
1977-10-30,16.2,47.1,4.5,1007.7,84.1
1977-10-31,21.4,50.9,3.7,1015.0,42.5
1977-11-01,24.0,58.9,12.2,1007.0,90.1
1977-11-02,22.2,52.3,17.2,1008.9,260.3
1977-11-03,26.0,59.0,18.6,1005.6,250.6
1977-11-04,24.8,44.1,10.7,1012.1,212.5
1977-11-05,16.3,46.1,16.6,1007.7,38.8
1977-11-06,22.6,57.5,8.7,1013.5,278.6
1977-11-07,25.8,49.5,2.0,1011.5,141.9
1977-11-08,17.1,57.8,13.4,1011.0,44.2
1977-11-09,21.2,42.4,17.2,1009.8,131.0
1977-11-10,15.5,54.1,7.2,1007.2,78.0
1977-11-11,16.5,40.0,10.5,1011.3,299.4
1977-11-12,26.3,41.8,17.6,1007.9,119.4
1977-11-13,21.8,41.9,11.0,1006.4,83.0
1977-11-14,17.4,50.7,14.1,1011.2,170.0
1977-11-15,27.6,57.9,13.8,1009.0,79.1
1977-11-16,17.9,48.1,3.9,1006.1,10.6
1977-11-17,21.2,55.0,15.3,1012.6,151.1
1977-11-18,29.7,45.6,19.6,1010.5,351.1
1977-11-19,30.0,43.1,15.7,1010.1,162.8
1977-11-20,29.0,55.3,11.5,1008.2,39.7
1977-11-21,18.2,44.5,16.5,1011.3,211.9
1977-11-22,16.1,40.5,7.2,1014.1,251.8
1977-11-23,18.1,45.0,19.0,1014.3,93.2
1977-11-24,16.7,59.8,16.0,1013.3,93.6
1977-11-25,27.6,50.9,16.7,1012.4,186.1
1977-11-26,18.9,53.1,5.6,1013.2,322.5
1977-11-27,18.4,54.8,6.8,1008.5,158.3
1977-11-28,15.3,44.4,15.3,1008.6,320.6
1977-11-29,25.1,41.5,2.4,1008.7,57.7
1977-11-30,29.5,40.3,6.0,1013.2,51.6
1977-12-01,28.8,43.5,8.2,1013.1,18.4
1977-12-02,18.5,45.1,4.9,1005.3,301.2
1977-12-03,27.1,59.8,14.1,1006.0,44.5
1977-12-04,20.1,47.6,16.9,1007.8,7.8
1977-12-05,16.7,43.4,2.5,1010.9,58.0
1977-12-06,17.7,41.4,7.9,1009.8,142.4
1977-12-07,25.7,45.1,13.8,1013.3,311.8
1977-12-08,29.7,50.8,4.8,1009.1,344.8
1977-12-09,22.4,55.2,4.7,1011.2,38.2
1977-12-10,15.3,48.9,12.9,1007.8,249.8
1977-12-11,24.1,49.8,14.8,1010.8,82.7
1977-12-12,29.6,53.0,7.6,1012.0,179.3
1977-12-13,21.4,54.9,7.8,1012.5,81.2
1977-12-14,25.8,50.1,13.6,1005.2,131.5
1977-12-15,28.8,54.6,19.8,1011.0,209.5
1977-12-16,20.8,51.6,4.1,1008.5,187.5
1977-12-17,15.3,58.6,3.6,1009.5,320.8
1977-12-18,20.6,50.8,10.7,1009.3,251.0
1977-12-19,25.3,40.0,17.6,1008.8,214.2
1977-12-20,15.5,53.7,9.0,1010.9,95.4
1977-12-21,27.7,42.1,7.3,1005.4,129.6
1977-12-22,19.3,55.2,14.7,1010.4,262.4
1977-12-23,16.0,44.8,17.0,1005.6,217.2
1977-12-24,23.6,47.7,14.9,1010.4,296.9
1977-12-25,17.4,46.5,16.9,1014.8,322.5
1977-12-26,16.3,46.7,3.3,1007.6,251.4
1977-12-27,20.9,54.9,19.7,1010.8,29.5
1977-12-28,26.8,58.5,10.9,1007.6,206.4
1977-12-29,24.9,42.6,18.1,1013.5,341.4
1977-12-30,23.1,53.0,18.1,1011.4,163.3
1977-12-31,18.1,43.7,14.3,1006.8,127.2
1978-01-01,19.4,46.4,4.4,1008.5,33.9
1978-01-02,28.6,49.9,11.1,1008.4,161.4
1978-01-03,18.6,47.4,6.6,1014.5,47.5
1978-01-04,20.4,52.5,3.1,1012.4,33.1
1978-01-05,27.4,44.7,14.5,1005.7,203.6
1978-01-06,28.3,45.6,8.7,1014.7,227.7
1978-01-07,29.1,48.5,10.8,1014.3,84.7
1978-01-08,23.6,52.4,18.5,1009.1,226.8
1978-01-09,23.8,54.4,15.6,1008.5,112.1
1978-01-10,21.0,50.1,11.4,1013.7,148.9
1978-01-11,22.5,41.1,10.5,1009.0,184.8
1978-01-12,27.2,59.3,3.2,1007.1,131.2
1978-01-13,19.1,45.9,17.4,1012.1,82.9
1978-01-14,17.3,50.3,3.2,1010.7,198.8
1978-01-15,24.4,57.6,8.4,1005.8,250.6
1978-01-16,21.8,45.8,18.7,1005.8,4.5
1978-01-17,19.6,57.8,13.9,1008.2,323.2
1978-01-18,21.0,59.5,12.9,1011.1,28.3
1978-01-19,20.8,52.0,12.3,1012.1,247.4
1978-01-20,16.1,52.8,11.9,1007.8,121.3
1978-01-21,28.5,52.5,10.8,1007.4,129.9
1978-01-22,29.5,57.7,4.1,1011.4,334.8
1978-01-23,26.7,59.5,8.9,1005.1,201.7
1978-01-24,20.5,52.1,5.0,1005.2,265.2
1978-01-25,28.7,42.7,17.3,1014.2,80.2
1978-01-26,20.6,43.1,15.4,1011.5,63.1
1978-01-27,17.2,57.9,13.4,1007.9,318.6
1978-01-28,18.3,52.9,5.5,1010.3,21.1
1978-01-29,22.0,46.8,18.8,1007.9,43.8
1978-01-30,28.2,42.5,2.7,1008.7,146.5
1978-01-31,21.5,53.7,13.1,1014.7,66.4
1978-02-01,23.1,59.1,5.6,1008.9,320.1
1978-02-02,28.9,52.7,12.2,1012.8,269.6
1978-02-03,21.4,59.6,19.5,1014.1,297.8
1978-02-04,22.8,49.5,9.3,1013.0,75.9
1978-02-05,19.4,44.1,15.5,1006.0,231.3
1978-02-06,21.5,53.8,5.1,1008.1,350.8
1978-02-07,24.3,52.7,16.2,1006.1,301.3
1978-02-08,18.7,46.5,2.0,1010.5,299.9
1978-02-09,28.6,46.5,10.0,1008.3,273.8
1978-02-10,16.7,54.0,9.7,1009.7,87.6
1978-02-11,24.1,51.5,11.0,1005.7,108.8
1978-02-12,25.7,44.5,4.9,1011.3,301.7
1978-02-13,16.2,58.0,15.3,1005.9,191.4
1978-02-14,21.2,42.3,13.5,1014.9,134.8
1978-02-15,16.4,47.4,3.9,1012.5,147.8
1978-02-16,20.7,42.6,19.9,1006.0,72.3
1978-02-17,18.4,41.2,16.0,1014.9,157.6
1978-02-18,15.6,45.3,14.8,1009.1,39.1
1978-02-19,25.8,48.6,19.6,1009.0,303.0
1978-02-20,23.5,49.6,11.2,1006.2,43.6
1978-02-21,18.7,54.8,14.4,1014.2,10.6
1978-02-22,20.7,46.6,7.5,1015.0,316.4
1978-02-23,20.4,50.5,4.8,1013.3,319.7
1978-02-24,24.3,58.0,3.8,1014.5,80.9
1978-02-25,15.6,43.4,13.9,1014.6,249.0
1978-02-26,15.0,45.4,18.7,1011.1,126.2
1978-02-27,15.4,47.5,13.8,1006.8,88.5
1978-02-28,29.0,52.9,15.1,1010.0,144.5
1978-03-01,31.9,37.2,12.0,1007.3,164.4
1978-03-02,43.1,47.2,13.9,1005.5,193.7
1978-03-03,36.5,30.7,16.3,1006.3,71.1
1978-03-04,42.2,30.5,9.9,1008.5,22.4
1978-03-05,37.9,40.0,2.9,1013.5,268.4
1978-03-06,43.6,32.5,5.9,1007.8,36.8
1978-03-07,41.9,48.1,9.1,1005.9,235.9
1978-03-08,40.2,41.6,6.4,1005.4,156.7
1978-03-09,42.0,34.1,18.4,1013.2,248.8
1978-03-10,40.8,43.0,17.2,1009.6,61.9
1978-03-11,31.1,44.2,10.9,1008.0,271.9
1978-03-12,43.8,34.3,17.6,1007.2,27.6
1978-03-13,41.5,44.3,13.8,1012.5,189.0
1978-03-14,36.8,34.0,5.5,1012.3,97.7
1978-03-15,39.0,42.0,13.1,1012.3,218.0
1978-03-16,39.9,34.6,9.2,1013.5,93.4
1978-03-17,41.2,34.2,7.2,1007.6,175.1
1978-03-18,39.8,31.9,2.5,1012.8,340.5
1978-03-19,39.4,40.5,18.8,1005.8,334.4
1978-03-20,39.3,48.8,19.0,1010.2,59.2
1978-03-21,34.8,35.2,9.5,1010.4,154.8
1978-03-22,32.3,47.9,2.1,1007.8,101.9
1978-03-23,30.2,41.5,10.7,1011.2,174.9
1978-03-24,43.7,34.6,3.3,1005.7,25.3
1978-03-25,34.1,42.4,2.3,1007.0,255.3
1978-03-26,32.4,42.1,14.1,1009.8,174.4
1978-03-27,37.0,47.9,17.3,1013.0,56.9
1978-03-28,30.3,39.6,14.9,1008.5,105.2
1978-03-29,34.0,36.4,9.3,1011.7,241.6
1978-03-30,33.5,48.1,9.0,1014.0,220.4
1978-03-31,41.1,48.6,16.4,1010.5,204.2
1978-04-01,43.2,47.8,3.6,1012.6,341.4
1978-04-02,38.4,30.3,15.2,1009.9,312.5
1978-04-03,36.2,30.7,19.4,1011.6,309.6
